transaction_id,account_id,timestamp,amount,transaction_type,merchant_category,channel,home_country,transaction_country,is_international,beneficiary_age_days,new_beneficiary_flag,failed_login_count,device_change_flag,ip_risk_score,account_balance_before,account_balance_after,amount_to_balance_ratio,kyc_risk_band,fraud_label
1258,A1036,2026-01-09 13:07:00,240.73,NEFT,entertainment,mobile_app,India,India,0,253,0,1,0,0.106,115926.75,115686.02,0.0021,Low,0
1287,A1036,2026-01-09 23:54:00,50.0,IMPS,fuel,mobile_app,India,India,0,31,0,0,0,0.294,103250.28,103200.28,0.0005,Low,0
1368,A1036,2026-01-10 09:01:00,2496.85,POS,pharmacy,mobile_app,India,India,0,146,0,0,0,0.026,67312.04,64815.18,0.0371,Low,0
1611,A1036,2026-01-10 12:06:00,1745.2,CARD_NOT_PRESENT,grocery,mobile_app,India,India,0,107,0,0,0,0.249,61213.42,59468.22,0.0285,Low,0
1646,A1036,2026-01-11 23:41:00,259.15,CARD_NOT_PRESENT,travel,ATM,India,India,0,6,0,0,0,0.083,75070.75,74811.6,0.0035,Low,0
1878,A1036,2026-01-12 01:26:00,2517.66,CARD_NOT_PRESENT,food,ATM,India,India,0,149,0,1,0,0.13,115238.67,112721.01,0.0218,Low,0
1924,A1036,2026-01-12 06:37:00,338.66,ATM,electronics,mobile_app,India,India,0,127,0,1,0,0.247,102150.66,101812.0,0.0033,Low,0
2120,A1036,2026-01-12 07:53:00,1506.45,ATM,electronics,POS_terminal,India,India,0,123,0,0,0,0.344,98744.69,97238.24,0.0153,Low,0
2173,A1036,2026-01-12 22:26:00,1576.53,NEFT,entertainment,mobile_app,India,India,0,467,0,0,0,0.124,81222.61,79646.09,0.0194,Low,0
2231,A1036,2026-01-13 03:42:00,50.0,POS,electronics,mobile_app,India,India,0,25,0,0,0,0.334,80871.91,80821.91,0.0006,Low,0
2271,A1036,2026-01-13 06:19:00,766.6,UPI,entertainment,mobile_app,India,India,0,212,0,0,0,0.157,92135.48,91368.87,0.0083,Low,0
2395,A1036,2026-01-13 10:40:00,515.9,IMPS,entertainment,mobile_app,India,India,0,23,0,1,0,0.222,73079.15,72563.24,0.0071,Low,0
2407,A1036,2026-01-13 18:52:00,674.05,IMPS,grocery,mobile_app,India,India,0,259,0,0,0,0.291,101956.67,101282.62,0.0066,Low,0
291,A1037,2026-01-01 01:40:00,10755.71,CARD_NOT_PRESENT,entertainment,POS_terminal,India,India,0,76,0,0,0,0.344,95024.59,84268.88,0.1132,Low,0
316,A1037,2026-01-01 03:48:00,9588.92,ATM,fuel,web_banking,India,India,0,11,0,1,0,0.116,58362.92,48773.99,0.1643,Low,0
325,A1037,2026-01-01 05:17:00,10704.59,CARD_NOT_PRESENT,electronics,web_banking,India,India,0,198,0,0,0,0.241,75328.24,64623.65,0.1421,Low,0
377,A1037,2026-01-01 09:07:00,7943.72,POS,travel,web_banking,India,India,0,23,0,0,0,0.221,73434.05,65490.33,0.1082,Low,0
643,A1037,2026-01-02 15:12:00,11807.83,ATM,shopping,web_banking,India,India,0,36,0,1,0,0.191,32645.8,20837.97,0.3617,Low,0
673,A1037,2026-01-02 19:22:00,8232.05,UPI,entertainment,web_banking,India,India,0,169,0,0,0,0.012,70130.16,61898.11,0.1174,Low,0
688,A1037,2026-01-02 22:20:00,11610.27,POS,pharmacy,web_banking,India,India,0,194,0,0,0,0.143,80199.99,68589.72,0.1448,Low,0
689,A1037,2026-01-02 22:23:00,6995.49,ATM,electronics,ATM,India,India,0,176,0,0,0,0.062,58254.46,51258.96,0.1201,Low,0
705,A1037,2026-01-03 00:18:00,43118.29,IMPS,shopping,web_banking,India,India,0,1,1,2,1,0.713,68813.8,25695.51,0.6266,Low,1
958,A1037,2026-01-03 18:37:00,11517.25,UPI,entertainment,web_banking,India,India,0,196,0,0,0,0.057,74375.54,62858.29,0.1549,Low,0
1076,A1037,2026-01-03 20:46:00,8807.28,IMPS,electronics,web_banking,India,India,0,69,0,0,1,0.199,74684.83,65877.56,0.1179,Low,0
1256,A1037,2026-01-04 22:04:00,11049.27,ATM,travel,mobile_app,India,UK,1,203,0,0,1,0.117,53276.22,42226.95,0.2074,Low,0
1291,A1037,2026-01-05 02:41:00,7075.45,CARD_NOT_PRESENT,food,web_banking,India,India,0,28,0,2,1,0.248,64965.15,57889.71,0.1089,Low,0
1427,A1037,2026-01-05 13:24:00,10608.03,CARD_NOT_PRESENT,electronics,web_banking,India,India,0,2,0,0,0,0.264,64761.54,54153.52,0.1638,Low,0
1438,A1037,2026-01-06 14:36:00,7178.13,IMPS,travel,web_banking,India,India,0,26,0,0,0,0.244,47060.87,39882.73,0.1525,Low,0
1458,A1037,2026-01-07 01:02:00,13297.25,IMPS,entertainment,web_banking,India,India,0,169,0,0,0,0.234,70214.07,56916.82,0.1894,Low,0
1490,A1037,2026-01-07 03:19:00,12341.0,CARD_NOT_PRESENT,fuel,web_banking,India,India,0,40,0,0,0,0.309,50796.85,38455.86,0.2429,Low,0
1510,A1037,2026-01-09 04:17:00,39724.76,IMPS,travel,mobile_app,India,India,0,1,1,6,1,0.891,68726.09,29001.34,0.578,Low,1
1734,A1037,2026-01-09 10:28:00,40158.27,CARD_NOT_PRESENT,shopping,mobile_app,India,India,0,1,1,3,1,0.847,80320.95,40162.67,0.5,Low,1
1829,A1037,2026-01-10 08:47:00,15259.62,IMPS,fuel,web_banking,India,India,0,3,0,0,0,0.317,60864.94,45605.33,0.2507,Low,0
1976,A1037,2026-01-10 12:14:00,8915.59,POS,fuel,web_banking,India,India,0,230,0,1,0,0.002,60029.51,51113.93,0.1485,Low,0
2023,A1037,2026-01-10 18:00:00,9375.36,IMPS,electronics,web_banking,India,Singapore,1,47,0,1,0,0.346,82589.04,73213.69,0.1135,Low,0
2063,A1037,2026-01-10 20:23:00,9830.76,POS,shopping,web_banking,India,India,0,294,0,0,0,0.083,56761.54,46930.78,0.1732,Low,0
2068,A1037,2026-01-11 09:27:00,11115.53,POS,grocery,POS_terminal,India,India,0,102,0,0,0,0.164,55292.5,44176.97,0.201,Low,0
2087,A1037,2026-01-11 12:56:00,9536.47,IMPS,travel,web_banking,India,India,0,568,0,0,0,0.305,62187.5,52651.03,0.1534,Low,0
2152,A1037,2026-01-11 15:24:00,12705.88,ATM,shopping,web_banking,India,India,0,362,0,0,0,0.288,58804.6,46098.72,0.2161,Low,0
2241,A1037,2026-01-11 18:16:00,10810.12,IMPS,fuel,web_banking,India,India,0,83,0,0,0,0.165,51675.54,40865.42,0.2092,Low,0
2311,A1037,2026-01-12 00:49:00,13687.89,UPI,fuel,web_banking,India,India,0,216,0,1,0,0.164,61570.74,47882.86,0.2223,Low,0
2390,A1037,2026-01-12 16:46:00,11843.24,NEFT,pharmacy,web_banking,India,India,0,91,0,0,0,0.1,84804.5,72961.26,0.1397,Low,0
53,A1038,2026-01-01 10:44:00,11137.83,CARD_NOT_PRESENT,fuel,web_banking,India,India,0,91,0,0,1,0.289,216438.35,205300.52,0.0515,Low,0
72,A1038,2026-01-01 12:45:00,9404.73,POS,fuel,web_banking,India,India,0,59,0,0,0,0.285,197171.82,187767.09,0.0477,Low,0
229,A1038,2026-01-01 14:08:00,11080.53,NEFT,fuel,web_banking,India,India,0,192,0,1,0,0.092,224936.65,213856.11,0.0493,Low,0
234,A1038,2026-01-01 19:24:00,7977.77,ATM,electronics,web_banking,India,India,0,966,0,0,0,0.137,193080.79,185103.02,0.0413,Low,0
240,A1038,2026-01-02 08:39:00,6636.52,NEFT,food,web_banking,India,India,0,104,0,0,0,0.242,209956.3,203319.78,0.0316,Low,0
370,A1038,2026-01-02 16:41:00,10780.05,CARD_NOT_PRESENT,food,web_banking,India,India,0,235,0,0,1,0.121,198601.9,187821.85,0.0543,Low,0
438,A1038,2026-01-04 17:03:00,9171.68,ATM,pharmacy,web_banking,India,India,0,159,0,0,0,0.347,231697.64,222525.96,0.0396,Low,0
447,A1038,2026-01-04 22:08:00,8731.71,UPI,entertainment,POS_terminal,India,UK,1,382,0,0,0,0.251,216238.23,207506.51,0.0404,Low,0
449,A1038,2026-01-04 23:38:00,12981.39,UPI,travel,mobile_app,India,India,0,896,0,0,0,0.272,188303.37,175321.98,0.0689,Low,0
610,A1038,2026-01-05 00:32:00,15490.02,CARD_NOT_PRESENT,pharmacy,web_banking,India,India,0,39,0,0,0,0.297,177622.7,162132.67,0.0872,Low,0
668,A1038,2026-01-05 10:41:00,10082.18,CARD_NOT_PRESENT,food,web_banking,India,India,0,66,0,0,0,0.318,190039.12,179956.94,0.0531,Low,0
707,A1038,2026-01-05 19:23:00,8642.72,IMPS,food,POS_terminal,India,India,0,21,0,0,0,0.029,190723.46,182080.75,0.0453,Low,0
712,A1038,2026-01-06 04:56:00,35211.63,CARD_NOT_PRESENT,shopping,mobile_app,India,Singapore,1,0,1,7,1,0.767,186754.45,151542.82,0.1885,Low,1
773,A1038,2026-01-06 21:42:00,7530.9,NEFT,food,web_banking,India,India,0,46,0,0,0,0.017,208978.88,201447.97,0.036,Low,0
787,A1038,2026-01-06 23:09:00,12947.76,IMPS,travel,web_banking,India,India,0,28,0,0,0,0.246,199902.45,186954.69,0.0648,Low,0
833,A1038,2026-01-08 19:00:00,13215.26,ATM,food,ATM,India,India,0,164,0,0,0,0.201,169157.92,155942.66,0.0781,Low,0
873,A1038,2026-01-08 19:35:00,26680.44,CARD_NOT_PRESENT,travel,POS_terminal,India,UK,1,89,0,2,1,0.762,197281.81,170601.38,0.1352,Low,1
1151,A1038,2026-01-09 00:00:00,9427.74,ATM,food,POS_terminal,India,India,0,253,0,0,0,0.274,226034.15,216606.41,0.0417,Low,0
1414,A1038,2026-01-09 09:16:00,33911.38,CARD_NOT_PRESENT,shopping,web_banking,India,UAE,1,7,0,0,1,0.601,194194.01,160282.62,0.1746,Low,1
1654,A1038,2026-01-09 11:15:00,10317.27,POS,fuel,web_banking,India,India,0,195,0,0,0,0.124,185000.1,174682.84,0.0558,Low,0
1861,A1038,2026-01-09 11:34:00,8724.1,IMPS,electronics,POS_terminal,India,India,0,185,0,0,0,0.084,193251.42,184527.32,0.0451,Low,0
1923,A1038,2026-01-09 23:08:00,9671.67,UPI,travel,web_banking,India,India,0,18,0,0,0,0.001,169114.0,159442.32,0.0572,Low,0
2000,A1038,2026-01-10 01:01:00,7362.56,CARD_NOT_PRESENT,shopping,web_banking,India,India,0,217,0,0,0,0.338,203083.9,195721.35,0.0363,Low,0
2010,A1038,2026-01-10 03:02:00,11994.58,ATM,shopping,web_banking,India,India,0,89,0,0,0,0.273,188034.51,176039.94,0.0638,Low,0
2035,A1038,2026-01-10 07:57:00,9711.79,POS,entertainment,web_banking,India,India,0,208,0,0,0,0.301,215122.57,205410.78,0.0451,Low,0
2071,A1038,2026-01-11 08:47:00,30576.4,CARD_NOT_PRESENT,travel,POS_terminal,India,Singapore,1,17,0,1,1,0.684,199609.61,169033.22,0.1532,Low,1
2214,A1038,2026-01-11 23:30:00,10816.16,CARD_NOT_PRESENT,grocery,web_banking,India,India,0,108,0,0,0,0.216,204678.97,193862.81,0.0528,Low,0
2291,A1038,2026-01-12 01:02:00,5887.96,UPI,grocery,web_banking,India,India,0,53,0,0,0,0.264,170947.92,165059.96,0.0344,Low,0
2370,A1038,2026-01-12 04:59:00,13399.9,POS,food,web_banking,India,India,0,586,0,1,0,0.309,175392.89,161992.99,0.0764,Low,0
2388,A1038,2026-01-12 06:15:00,9350.59,CARD_NOT_PRESENT,pharmacy,web_banking,India,India,0,49,0,0,0,0.054,206572.9,197222.31,0.0453,Low,0
2405,A1038,2026-01-14 21:44:00,36099.43,CARD_NOT_PRESENT,electronics,web_banking,India,UK,1,166,0,1,1,0.907,199393.81,163294.37,0.181,Low,1
189,A1039,2026-01-01 08:03:00,8617.76,UPI,food,POS_terminal,India,India,0,194,0,0,0,0.342,55991.79,47374.04,0.1539,High,0
231,A1039,2026-01-02 02:11:00,10259.93,CARD_NOT_PRESENT,shopping,web_banking,India,India,0,227,0,0,0,0.181,38717.72,28457.78,0.265,High,0
267,A1039,2026-01-02 03:18:00,11208.7,CARD_NOT_PRESENT,travel,web_banking,India,India,0,50,0,0,0,0.322,50940.3,39731.6,0.22,High,0
361,A1039,2026-01-02 15:48:00,11736.8,POS,grocery,web_banking,India,India,0,213,0,0,0,0.163,97040.47,85303.67,0.1209,High,0
464,A1039,2026-01-03 22:15:00,12022.39,POS,food,POS_terminal,India,India,0,458,0,0,0,0.258,51513.8,39491.41,0.2334,High,0
577,A1039,2026-01-04 07:03:00,10848.94,UPI,fuel,web_banking,India,India,0,171,0,0,0,0.186,103095.04,92246.11,0.1052,High,0
699,A1039,2026-01-04 15:38:00,12562.27,IMPS,pharmacy,web_banking,India,India,0,48,0,0,0,0.027,65878.58,53316.31,0.1907,High,0
758,A1039,2026-01-05 18:12:00,10799.71,ATM,pharmacy,web_banking,India,India,0,33,0,0,0,0.278,72163.26,61363.55,0.1497,High,0
863,A1039,2026-01-05 19:16:00,10623.43,NEFT,travel,web_banking,India,India,0,48,0,0,0,0.125,85772.77,75149.34,0.1239,High,0
865,A1039,2026-01-06 00:39:00,10569.05,NEFT,food,ATM,India,India,0,281,0,0,0,0.306,68029.25,57460.2,0.1554,High,0
929,A1039,2026-01-06 22:06:00,14194.23,UPI,grocery,ATM,India,India,0,274,0,0,0,0.323,87231.12,73036.89,0.1627,High,0
1027,A1039,2026-01-06 22:28:00,12064.03,CARD_NOT_PRESENT,electronics,web_banking,India,India,0,79,0,1,0,0.076,88812.72,76748.69,0.1358,High,0
1032,A1039,2026-01-07 05:54:00,8437.72,CARD_NOT_PRESENT,shopping,web_banking,India,India,0,61,0,0,0,0.112,77780.96,69343.25,0.1085,High,0
1252,A1039,2026-01-07 18:31:00,12444.47,IMPS,entertainment,web_banking,India,India,0,278,0,0,0,0.154,76310.56,63866.08,0.1631,High,0
1305,A1039,2026-01-08 18:54:00,13596.5,UPI,travel,web_banking,India,India,0,101,0,0,1,0.122,80466.36,66869.86,0.169,High,0
1315,A1039,2026-01-09 14:22:00,10732.8,IMPS,travel,web_banking,India,India,0,49,0,0,0,0.009,94007.95,83275.15,0.1142,High,0
1333,A1039,2026-01-09 17:19:00,13167.55,NEFT,fuel,ATM,India,India,0,240,0,1,0,0.212,82818.78,69651.22,0.159,High,0
1451,A1039,2026-01-09 23:03:00,13016.77,NEFT,travel,web_banking,India,India,0,137,0,1,0,0.203,96454.58,83437.81,0.135,High,0
1539,A1039,2026-01-10 02:23:00,13140.65,POS,fuel,web_banking,India,India,0,627,0,0,0,0.299,43661.96,30521.32,0.301,High,0
1577,A1039,2026-01-10 08:10:00,9558.06,POS,pharmacy,mobile_app,India,India,0,205,0,0,0,0.272,70153.83,60595.76,0.1362,High,0
1602,A1039,2026-01-10 21:14:00,12209.88,POS,pharmacy,web_banking,India,India,0,247,0,0,0,0.164,68941.38,56731.5,0.1771,High,0
1880,A1039,2026-01-12 07:20:00,10697.58,ATM,shopping,web_banking,India,India,0,39,0,1,0,0.287,81817.98,71120.41,0.1307,High,0
1881,A1039,2026-01-13 05:31:00,11733.42,IMPS,travel,mobile_app,India,India,0,43,0,0,0,0.286,72092.13,60358.71,0.1628,High,0
1984,A1039,2026-01-13 11:02:00,9631.6,UPI,shopping,mobile_app,India,India,0,110,0,0,0,0.282,80912.59,71280.99,0.119,High,0
2216,A1039,2026-01-13 13:28:00,9581.51,UPI,entertainment,web_banking,India,India,0,42,0,0,1,0.197,68189.38,58607.87,0.1405,High,0
2228,A1039,2026-01-14 04:47:00,9994.16,ATM,shopping,web_banking,India,India,0,482,0,0,0,0.201,54155.25,44161.09,0.1845,High,0
2274,A1039,2026-01-15 11:57:00,12218.63,IMPS,food,POS_terminal,India,India,0,489,0,0,0,0.12,82912.85,70694.22,0.1474,High,0
2464,A1039,2026-01-15 14:27:00,12486.77,POS,shopping,web_banking,India,India,0,385,0,0,0,0.317,64610.01,52123.24,0.1933,High,0
9,A1040,2026-01-02 01:14:00,12082.61,POS,grocery,mobile_app,India,India,0,108,0,0,0,0.174,233806.13,221723.52,0.0517,Medium,0
36,A1040,2026-01-03 05:52:00,11400.96,CARD_NOT_PRESENT,food,mobile_app,India,India,0,7,0,0,0,0.295,243538.73,232137.77,0.0468,Medium,0
141,A1040,2026-01-03 17:26:00,8996.06,NEFT,food,mobile_app,India,India,0,159,0,0,0,0.253,219580.71,210584.65,0.041,Medium,0
257,A1040,2026-01-03 19:53:00,9613.25,UPI,fuel,POS_terminal,India,India,0,117,0,2,0,0.252,259580.04,249966.79,0.037,Medium,0
318,A1040,2026-01-04 04:24:00,12752.78,IMPS,travel,POS_terminal,India,India,0,50,0,0,0,0.258,256460.56,243707.79,0.0497,Medium,0
341,A1040,2026-01-06 15:49:00,12531.31,POS,electronics,ATM,India,India,0,15,0,0,0,0.129,254976.1,242444.79,0.0491,Medium,0
414,A1040,2026-01-06 22:41:00,49071.26,NEFT,shopping,web_banking,India,India,0,1,1,1,1,0.788,214568.52,165497.26,0.2287,Medium,1
525,A1040,2026-01-07 01:46:00,10923.11,IMPS,pharmacy,mobile_app,India,India,0,314,0,0,0,0.174,232550.53,221627.41,0.047,Medium,0
1046,A1040,2026-01-07 07:50:00,37711.97,IMPS,shopping,web_banking,India,UAE,1,2,1,3,1,0.702,249780.34,212068.37,0.151,Medium,1
1073,A1040,2026-01-07 11:16:00,9796.14,ATM,shopping,mobile_app,India,India,0,19,0,0,0,0.316,219079.08,209282.94,0.0447,Medium,0
1117,A1040,2026-01-07 14:05:00,9576.23,CARD_NOT_PRESENT,fuel,mobile_app,India,India,0,51,0,2,0,0.24,244103.51,234527.28,0.0392,Medium,0
1404,A1040,2026-01-07 16:28:00,11217.64,UPI,shopping,mobile_app,India,India,0,41,0,0,0,0.197,234947.25,223729.61,0.0477,Medium,0
1484,A1040,2026-01-07 21:21:00,10656.1,ATM,travel,mobile_app,India,UAE,1,94,0,1,0,0.037,267942.87,257286.76,0.0398,Medium,0
1538,A1040,2026-01-08 01:38:00,9361.6,POS,pharmacy,POS_terminal,India,India,0,20,0,2,0,0.23,255903.67,246542.06,0.0366,Medium,0
1578,A1040,2026-01-08 07:08:00,11451.91,CARD_NOT_PRESENT,fuel,POS_terminal,India,India,0,321,0,0,0,0.071,263400.2,251948.28,0.0435,Medium,0
1625,A1040,2026-01-08 07:13:00,10468.21,POS,shopping,ATM,India,India,0,50,0,0,0,0.077,251761.89,241293.68,0.0416,Medium,0
1773,A1040,2026-01-08 15:37:00,9960.22,IMPS,grocery,mobile_app,India,India,0,219,0,0,1,0.016,230034.3,220074.08,0.0433,Medium,0
2096,A1040,2026-01-09 05:20:00,9188.29,ATM,shopping,mobile_app,India,India,0,61,0,0,0,0.169,220430.57,211242.28,0.0417,Medium,0
2150,A1040,2026-01-09 05:47:00,10564.14,UPI,food,POS_terminal,India,India,0,60,0,0,0,0.338,248297.94,237733.8,0.0425,Medium,0
2409,A1040,2026-01-10 01:36:00,8962.88,NEFT,entertainment,POS_terminal,India,India,0,142,0,0,1,0.232,226296.83,217333.96,0.0396,Medium,0
2478,A1040,2026-01-11 10:19:00,11493.73,NEFT,electronics,mobile_app,India,India,0,269,0,0,0,0.283,254261.15,242767.43,0.0452,Medium,0
2489,A1040,2026-01-11 15:03:00,11033.3,CARD_NOT_PRESENT,electronics,mobile_app,India,India,0,35,0,0,0,0.016,238107.81,227074.51,0.0463,Medium,0
235,A1041,2026-01-01 05:52:00,4942.97,IMPS,electronics,web_banking,India,India,0,96,0,0,0,0.101,72879.24,67936.27,0.0678,Medium,0
254,A1041,2026-01-01 13:45:00,2829.58,IMPS,grocery,web_banking,India,India,0,298,0,0,0,0.131,57331.6,54502.02,0.0494,Medium,0
279,A1041,2026-01-01 13:59:00,2232.75,POS,electronics,POS_terminal,India,India,0,19,0,2,0,0.029,54807.77,52575.02,0.0407,Medium,0
460,A1041,2026-01-01 19:39:00,4801.55,ATM,shopping,web_banking,India,India,0,31,0,0,0,0.066,25257.07,20455.52,0.1901,Medium,0
536,A1041,2026-01-01 21:14:00,2297.97,UPI,pharmacy,web_banking,India,India,0,3,1,0,0,0.039,32807.67,30509.7,0.07,Medium,0
623,A1041,2026-01-02 04:19:00,3883.39,IMPS,fuel,web_banking,India,India,0,739,0,0,0,0.053,66731.9,62848.5,0.0582,Medium,0
652,A1041,2026-01-02 05:50:00,926.27,ATM,electronics,web_banking,India,India,0,10,0,0,0,0.108,47417.97,46491.69,0.0195,Medium,0
737,A1041,2026-01-02 08:42:00,2934.67,ATM,electronics,web_banking,India,India,0,197,0,0,0,0.168,55837.56,52902.89,0.0526,Medium,0
788,A1041,2026-01-02 13:46:00,2398.79,ATM,entertainment,web_banking,India,India,0,167,0,0,0,0.252,60471.45,58072.67,0.0397,Medium,0
797,A1041,2026-01-02 14:35:00,1376.22,NEFT,fuel,web_banking,India,India,0,227,0,1,0,0.07,22605.24,21229.03,0.0609,Medium,0
876,A1041,2026-01-02 19:45:00,3259.34,UPI,travel,web_banking,India,India,0,40,0,0,0,0.206,31114.78,27855.43,0.1048,Medium,0
957,A1041,2026-01-02 23:17:00,3036.13,UPI,pharmacy,web_banking,India,India,0,109,0,0,0,0.259,71431.92,68395.79,0.0425,Medium,0
983,A1041,2026-01-04 03:00:00,2684.13,IMPS,pharmacy,web_banking,India,India,0,351,0,0,0,0.022,59453.16,56769.03,0.0451,Medium,0
1114,A1041,2026-01-04 11:22:00,3351.73,CARD_NOT_PRESENT,shopping,POS_terminal,India,India,0,25,0,0,0,0.321,86486.94,83135.21,0.0388,Medium,0
1145,A1041,2026-01-04 12:09:00,405.97,IMPS,electronics,POS_terminal,India,India,0,313,0,0,0,0.095,41006.18,40600.21,0.0099,Medium,0
1198,A1041,2026-01-05 04:49:00,2095.75,UPI,grocery,web_banking,India,India,0,25,0,0,0,0.156,43216.32,41120.58,0.0485,Medium,0
1295,A1041,2026-01-05 11:19:00,8176.71,CARD_NOT_PRESENT,travel,web_banking,India,UK,1,43,0,0,1,0.944,46075.4,37898.69,0.1775,Medium,1
1397,A1041,2026-01-05 12:42:00,1784.21,UPI,food,web_banking,India,India,0,216,0,0,0,0.109,67542.9,65758.68,0.0264,Medium,0
1449,A1041,2026-01-05 20:14:00,15062.66,NEFT,shopping,mobile_app,India,India,0,1,1,1,1,0.829,57253.97,42191.31,0.2631,Medium,1
1530,A1041,2026-01-05 20:36:00,3129.71,CARD_NOT_PRESENT,grocery,web_banking,India,India,0,161,0,0,0,0.271,54390.78,51261.06,0.0575,Medium,0
1531,A1041,2026-01-05 23:58:00,3209.9,ATM,fuel,web_banking,India,India,0,43,0,0,0,0.211,37850.24,34640.33,0.0848,Medium,0
1534,A1041,2026-01-06 08:41:00,2855.38,ATM,pharmacy,web_banking,India,India,0,209,0,0,1,0.13,21540.78,18685.4,0.1326,Medium,0
1595,A1041,2026-01-06 18:33:00,6603.15,CARD_NOT_PRESENT,shopping,web_banking,India,UK,1,7,0,2,0,0.744,39382.23,32779.08,0.1677,Medium,1
1749,A1041,2026-01-07 02:34:00,3944.55,NEFT,entertainment,web_banking,India,India,0,752,0,0,1,0.083,54265.36,50320.81,0.0727,Medium,0
1806,A1041,2026-01-07 17:55:00,1130.78,UPI,fuel,web_banking,India,India,0,147,0,0,0,0.138,53375.05,52244.28,0.0212,Medium,0
1845,A1041,2026-01-07 20:17:00,3054.22,POS,pharmacy,web_banking,India,India,0,76,0,0,0,0.175,37485.58,34431.35,0.0815,Medium,0
1907,A1041,2026-01-08 01:59:00,5075.01,POS,shopping,web_banking,India,India,0,8,0,0,0,0.005,59974.5,54899.49,0.0846,Medium,0
1948,A1041,2026-01-08 05:16:00,1472.74,NEFT,travel,web_banking,India,India,0,43,0,0,0,0.276,97534.56,96061.82,0.0151,Medium,0
1966,A1041,2026-01-09 01:06:00,2487.31,POS,entertainment,web_banking,India,India,0,41,0,0,0,0.268,56382.03,53894.72,0.0441,Medium,0
2084,A1041,2026-01-09 02:47:00,2525.78,POS,electronics,web_banking,India,India,0,20,0,0,0,0.309,33251.78,30726.0,0.076,Medium,0
2174,A1041,2026-01-09 04:38:00,4012.3,ATM,shopping,web_banking,India,India,0,26,0,0,0,0.107,59412.62,55400.32,0.0675,Medium,0
2351,A1041,2026-01-10 06:18:00,3923.24,NEFT,food,web_banking,India,India,0,127,0,0,0,0.31,69573.51,65650.28,0.0564,Medium,0
2438,A1041,2026-01-10 20:03:00,2355.29,NEFT,pharmacy,POS_terminal,India,India,0,195,0,0,0,0.342,51150.48,48795.19,0.046,Medium,0
2440,A1041,2026-01-10 21:06:00,4214.56,IMPS,pharmacy,web_banking,India,India,0,75,0,0,0,0.13,62359.3,58144.74,0.0676,Medium,0
192,A1042,2026-01-02 13:08:00,10337.35,UPI,entertainment,ATM,India,India,0,682,0,0,0,0.15,252496.24,242158.89,0.0409,Low,0
327,A1042,2026-01-02 13:19:00,10335.79,POS,travel,mobile_app,India,India,0,307,0,0,0,0.323,237563.37,227227.58,0.0435,Low,0
467,A1042,2026-01-03 09:18:00,10402.91,UPI,fuel,mobile_app,India,India,0,190,0,0,0,0.161,238357.7,227954.79,0.0436,Low,0
477,A1042,2026-01-03 12:58:00,10307.67,ATM,food,web_banking,India,India,0,372,0,0,0,0.014,252887.5,242579.84,0.0408,Low,0
571,A1042,2026-01-03 20:29:00,10582.59,ATM,fuel,mobile_app,India,India,0,35,0,0,0,0.182,228457.88,217875.29,0.0463,Low,0
576,A1042,2026-01-03 21:03:00,10437.37,CARD_NOT_PRESENT,grocery,mobile_app,India,India,0,2,0,0,0,0.025,264825.85,254388.47,0.0394,Low,0
627,A1042,2026-01-03 21:47:00,10271.78,NEFT,shopping,POS_terminal,India,India,0,123,0,0,0,0.029,257967.36,247695.58,0.0398,Low,0
755,A1042,2026-01-04 00:42:00,10543.09,UPI,grocery,mobile_app,India,India,0,219,0,0,0,0.325,256811.25,246268.16,0.0411,Low,0
767,A1042,2026-01-05 06:17:00,10391.71,ATM,entertainment,mobile_app,India,India,0,400,0,2,0,0.261,240239.27,229847.56,0.0433,Low,0
802,A1042,2026-01-06 03:14:00,10360.26,IMPS,grocery,mobile_app,India,India,0,0,0,0,0,0.057,267891.54,257531.29,0.0387,Low,0
919,A1042,2026-01-06 08:22:00,10356.0,POS,electronics,mobile_app,India,India,0,229,0,0,0,0.262,260387.37,250031.37,0.0398,Low,0
921,A1042,2026-01-06 16:26:00,10589.29,CARD_NOT_PRESENT,food,mobile_app,India,India,0,55,0,0,0,0.205,246905.13,236315.85,0.0429,Low,0
989,A1042,2026-01-07 02:42:00,10389.13,CARD_NOT_PRESENT,pharmacy,mobile_app,India,India,0,80,0,0,0,0.271,258293.82,247904.69,0.0402,Low,0
1186,A1042,2026-01-08 00:39:00,10489.31,UPI,electronics,mobile_app,India,India,0,50,0,0,0,0.242,257463.25,246973.94,0.0407,Low,0
1219,A1042,2026-01-08 13:39:00,10307.38,UPI,pharmacy,mobile_app,India,India,0,329,0,0,0,0.099,279935.68,269628.3,0.0368,Low,0
1224,A1042,2026-01-09 00:37:00,10466.78,CARD_NOT_PRESENT,electronics,mobile_app,India,India,0,109,0,0,0,0.348,241575.78,231109.0,0.0433,Low,0
1247,A1042,2026-01-09 06:22:00,10473.03,ATM,shopping,mobile_app,India,India,0,8,0,0,0,0.09,251546.05,241073.02,0.0416,Low,0
1318,A1042,2026-01-09 13:44:00,10333.39,UPI,grocery,mobile_app,India,India,0,298,0,0,1,0.205,237268.05,226934.66,0.0436,Low,0
1419,A1042,2026-01-09 14:00:00,10465.91,UPI,pharmacy,mobile_app,India,India,0,149,0,0,0,0.122,252510.33,242044.42,0.0414,Low,0
